Name,Position,College,Round,Pick,Stat URL,Height,Weight,40 Yard Dash,Bench Press,Vertical Jump,Broad Jump,3 Cone Drill,Shuttle,conf_abbr,games,seasons,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,Year
Grayland Arnold,CB,Baylor,0,0,https://www.sports-reference.com/cfb/players/grayland-arnold-1.html,69.0,186.0,4.59,12.0,33.0,120.0,7.01,4.3,Big 12,30.0,4.0,81.0,25.0,106.0,7.5,1.0,7.0,138.0,0.0,13.0,1.0,18.15,0.4,1.0,44.67,334.31,7.24,1.99,408.63,2179.78,5.24,15.63,453.3,2514.09,5.44,17.62,2020
Devin Asiasi,TE,UCLA,3,91,https://www.sports-reference.com/cfb/players/devin-asiasi-1.html,75.0,257.0,4.73,16.0,30.5,115.0,7.07,4.33,Big Ten,18.0,3.0,107.45,56.68,164.0,11.16,3.83,2.41,44.02,0.0,12.32,0.71,11.82,0.88,2.52,50.0,771.0,15.4,5.0,0.0,0.0,1.6,0.0,50.0,771.0,15.4,5.0,2020
Joe Bachie,LB,Michigan State,0,0,https://www.sports-reference.com/cfb/players/joe-bachie-1.html,73.0,230.0,4.67,26.0,33.5,119.0,6.93,4.34,Big Ten,36.0,4.0,133.0,152.0,285.0,28.0,7.0,5.0,35.0,0.0,11.0,2.0,2.46,0.33,4.0,41.87,369.32,10.47,2.27,303.31,1612.18,4.47,16.82,345.18,1981.5,6.82,19.09,2020
Markus Bailey,LB,Purdue,7,215,https://www.sports-reference.com/cfb/players/markus-bailey-1.html,72.0,235.0,5.1,15.0,30.93,111.63,7.36,4.5,Big Ten,42.0,5.0,228.0,96.0,324.0,28.0,14.5,6.0,107.0,1.0,6.0,1.0,2.84,0.41,2.0,32.77,417.74,15.43,4.18,179.45,868.35,4.04,9.19,212.22,1286.09,8.09,13.38,2020
Trajan Bandy,CB,Miami,0,0,https://www.sports-reference.com/cfb/players/trajan-bandy-1.html,68.0,180.0,4.5,10.0,35.28,117.96,6.82,4.22,ACC,36.0,3.0,59.0,31.0,90.0,9.0,3.0,4.0,78.0,1.0,23.0,3.0,0.0,0.17,1.0,77.37,827.71,9.85,6.83,454.04,2849.34,6.28,26.98,531.41,3677.05,6.9,33.81,2020
Tyler Bass,K,Georgia Southern,6,188,https://www.sports-reference.com/cfb/players/tyler-bass-3.html,70.0,185.0,4.73,17.1,33.26,121.03,6.85,4.18,Sun Belt,40.0,4.0,92.12,56.78,149.0,10.98,2.57,1.23,15.99,0.0,3.24,0.7,0.0,0.0,1.85,28.3,241.83,8.6,1.52,255.62,1528.48,3.72,13.92,283.92,1770.32,3.91,15.44,2020
Essang Bassey,CB,Wake Forest,0,0,https://www.sports-reference.com/cfb/players/essang-bassey-1.html,69.0,191.0,4.46,12.0,39.5,128.0,6.95,4.13,ACC,48.0,4.0,161.0,66.0,227.0,12.5,1.0,5.0,31.0,1.0,45.0,3.0,26.68,1.0,1.0,58.15,426.01,6.86,1.53,504.77,2580.75,5.06,19.77,562.92,3006.76,5.28,21.3,2020
Zack Baun,LB,Wisconsin,3,74,https://www.sports-reference.com/cfb/players/zack-baun-1.html,74.0,238.0,4.65,24.0,32.5,115.0,7.0,4.31,Big Ten,34.0,3.0,98.0,54.0,152.0,30.5,15.0,2.0,41.0,1.0,4.0,1.0,18.1,0.66,3.0,21.25,184.57,11.71,1.95,27.39,126.66,4.24,2.03,48.63,311.23,5.6,3.98,2020
Omar Bayless,WR,Arkansas State,0,0,https://www.sports-reference.com/cfb/players/omar-bayless-1.html,73.0,212.0,4.62,11.0,36.0,123.0,7.35,4.5,Sun Belt,43.0,4.0,112.51,93.82,206.0,14.96,2.89,5.1,63.92,0.0,10.84,2.91,9.47,0.67,3.21,177.0,2775.0,15.7,26.0,2.0,-3.0,-1.5,0.0,179.0,2772.0,15.5,26.0,2020
Mekhi Becton,OL,Louisville,1,11,https://www.sports-reference.com/cfb/players/mekhi-becton-1.html,79.0,364.0,5.1,23.0,26.95,102.79,7.68,4.75,ACC,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,33.82,354.98,10.22,1.67,197.02,976.0,2.06,10.41,230.84,1330.98,4.05,12.08,2020
LeVante Bellamy,RB,Western Michigan,0,0,https://www.sports-reference.com/cfb/players/levante-bellamy-1.html,69.0,192.0,4.5,16.0,39.5,125.0,6.99,4.1,MAC,48.0,5.0,102.98,55.81,159.0,10.05,3.16,2.33,48.72,0.32,11.91,0.69,21.8,0.79,2.4,57.0,370.0,6.5,1.0,617.0,3720.0,6.0,35.0,674.0,4090.0,6.1,36.0,2020
Eno Benjamin,RB,Arizona State,7,222,https://www.sports-reference.com/cfb/players/eno-benjamin-1.html,69.0,207.0,4.57,12.0,39.0,122.0,6.97,4.25,Pac-12,34.0,3.0,145.88,69.61,215.0,14.05,2.82,5.66,86.59,0.71,12.84,2.01,6.58,0.38,3.09,82.0,625.0,7.6,4.0,576.0,2867.0,5.0,27.0,658.0,3492.0,5.3,31.0,2020
Francis Bernard,LB,Utah,0,0,https://www.sports-reference.com/cfb/players/francis-bernard-1.html,72.0,234.0,4.81,19.0,32.5,120.0,7.05,4.26,Ind,36.0,3.0,45.0,40.0,85.0,7.5,0.0,2.0,80.0,1.0,1.0,0.0,17.98,0.52,1.0,34.22,421.75,14.49,4.1,176.99,939.51,4.58,9.81,211.2,1361.26,8.46,13.92,2020
Tyler Biadasz,OL,Wisconsin,4,146,https://www.sports-reference.com/cfb/players/tyler-biadasz-1.html,76.0,314.0,5.28,28.5,31.75,114.5,7.9,4.83,Big Ten,4.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,2.0,0.0,0.5,-0.5,-1.0,0.0,1.0,0.5,0.5,0.0,2020
Daniel Bituli,LB,Tennessee,0,0,https://www.sports-reference.com/cfb/players/daniel-bituli-1.html,74.0,246.0,4.84,16.0,32.0,121.0,7.03,4.28,SEC,39.0,4.0,140.0,126.0,266.0,15.0,4.0,1.0,97.0,1.0,5.0,1.0,3.38,0.2,2.0,47.22,500.86,12.41,5.49,71.42,343.71,4.11,6.19,118.64,844.57,7.78,11.69,2020
Ross Blacklock,DL,TCU,2,40,https://www.sports-reference.com/cfb/players/ross-blacklock-1.html,75.0,290.0,4.9,26.42,29.0,107.0,7.77,4.67,Big 12,24.0,2.0,39.0,28.0,67.0,15.5,5.5,0.0,0.0,0.0,0.0,0.0,0.51,0.27,0.0,1.44,12.14,8.15,0.16,1.36,8.73,1.83,0.52,2.8,20.87,3.3,0.68,2020
Julian Blackmon,S,Utah,3,85,https://www.sports-reference.com/cfb/players/julian-blackmon-1.html,72.0,187.0,4.52,12.48,32.01,121.86,6.98,4.32,Pac-12,44.0,4.0,118.0,40.0,158.0,8.5,1.5,9.0,107.0,2.0,20.0,0.0,4.41,0.38,2.0,53.68,680.05,11.83,8.26,157.74,784.16,3.57,8.42,211.42,1464.21,11.51,16.68,2020
Rodrigo Blankenship,K,Georgia,0,0,https://www.sports-reference.com/cfb/players/rodrigo-blankenship-1.html,73.0,190.0,4.86,16.62,33.27,120.47,6.83,4.18,SEC,53.0,4.0,91.55,56.23,148.0,10.95,2.57,1.28,15.53,0.0,3.08,0.76,3.12,0.59,1.83,46.49,457.92,9.93,3.06,347.13,1908.04,3.36,17.47,393.62,2365.96,3.72,20.53,2020
Lynn Bowden,WR,Kentucky,3,80,https://www.sports-reference.com/cfb/players/lynn-bowden-jr-1.html,71.0,204.0,4.4,13.0,34.01,121.54,6.95,4.17,SEC,38.0,3.0,181.84,96.37,278.0,18.03,1.86,6.84,63.25,0.31,13.31,2.62,0.0,0.41,3.59,114.0,1303.0,11.4,6.0,206.0,1530.0,7.4,13.0,320.0,2833.0,8.9,19.0,2020
Shaun Bradley,LB,Temple,6,196,https://www.sports-reference.com/cfb/players/shaun-bradley-1.html,73.0,235.0,4.51,14.0,32.5,121.0,7.07,4.24,American,43.0,4.0,167.0,88.0,255.0,22.0,2.0,3.0,94.0,1.0,5.0,1.0,15.06,0.7,3.0,31.07,405.5,15.98,4.49,146.79,765.09,4.22,10.84,177.85,1170.59,8.79,15.33,2020
Ben Bredeson,OL,Michigan,4,143,https://www.sports-reference.com/cfb/players/ben-bredeson-1.html,77.0,315.0,5.22,25.5,32.25,116.5,7.58,4.66,,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,2020
Jacob Breeland,TE,Oregon,0,0,https://www.sports-reference.com/cfb/players/jacob-breeland-1.html,77.0,252.0,4.52,21.0,36.0,131.0,7.03,4.32,Pac-12,30.0,4.0,99.07,50.07,149.0,8.79,2.56,2.96,44.44,0.02,14.58,1.0,3.18,0.83,2.25,74.0,1225.0,16.6,13.0,0.0,0.0,4.61,0.0,74.0,1225.0,16.6,13.0,2020
Jordyn Brooks,LB,Texas Tech,1,27,https://www.sports-reference.com/cfb/players/jordyn-brooks-1.html,72.0,240.0,4.54,20.32,35.6,119.4,7.1,4.22,Big 12,46.0,4.0,224.0,136.0,360.0,32.0,6.5,2.0,5.0,0.0,6.0,3.0,42.14,0.65,2.0,48.05,543.13,14.64,4.94,36.62,154.75,4.54,3.96,84.67,697.88,8.69,8.9,2020
Cameron Brown,LB,Penn State,6,183,https://www.sports-reference.com/cfb/players/cameron-brown-1.html,77.0,233.0,4.72,16.0,35.5,123.0,7.02,4.28,Big Ten,46.0,4.0,100.0,98.0,198.0,14.5,4.5,0.0,0.0,0.0,11.0,2.0,18.66,0.41,4.0,30.47,335.72,12.78,2.97,234.26,1266.37,5.04,13.72,264.73,1602.09,7.8,16.7,2020
Derrick Brown,DL,Auburn,1,7,https://www.sports-reference.com/cfb/players/derrick-brown-6.html,77.0,326.0,5.16,28.0,27.0,108.0,8.22,4.79,SEC,46.0,4.0,89.0,81.0,170.0,33.0,12.5,0.0,0.0,0.0,8.0,4.0,1.47,0.28,5.0,1.78,12.57,5.26,0.0,36.54,163.17,2.83,0.0,38.32,175.74,3.46,0.0,2020
Tony Brown,WR,Colorado,0,0,https://www.sports-reference.com/cfb/players/tony-brown-9.html,73.0,198.0,4.65,14.0,33.5,119.0,7.21,4.27,Big 12,36.0,4.0,79.25,43.99,123.0,4.64,0.63,3.47,22.44,0.0,12.07,0.57,15.9,0.66,0.68,88.0,1040.0,11.8,6.0,6.0,33.0,5.5,1.0,94.0,1073.0,11.4,7.0,2020
Harrison Bryant,TE,Florida Atlantic,4,115,https://www.sports-reference.com/cfb/players/harrison-bryant-1.html,77.0,243.0,4.73,13.0,32.5,110.0,7.41,4.37,CUSA,41.0,4.0,100.8,50.98,152.0,8.78,2.28,4.49,67.51,0.0,15.47,0.95,14.64,0.88,2.58,148.0,2137.0,14.4,16.0,1.0,2.0,2.0,0.0,149.0,2139.0,14.4,16.0,2020
Hunter Bryant,TE,Washington,0,0,https://www.sports-reference.com/cfb/players/hunter-bryant-2.html,74.0,248.0,4.74,23.0,32.5,115.0,7.08,4.46,Pac-12,26.0,3.0,98.53,53.33,152.0,10.02,3.1,4.73,70.49,0.0,15.44,0.97,7.87,0.59,2.63,85.0,1394.0,16.4,5.0,2.0,-4.0,-2.0,0.0,87.0,1390.0,16.0,5.0,2020
Kelly Bryant,QB,Missouri,0,0,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html,75.0,229.0,4.69,21.07,35.0,125.0,7.33,4.51,ACC,39.0,5.0,102.16,62.11,164.0,10.16,3.5,3.85,68.28,0.36,12.24,0.82,28.37,0.73,1.75,45.51,388.34,8.7,1.57,364.45,1816.25,5.1,22.57,409.97,2204.59,6.63,24.15,2020
Myles Bryant,CB,Washington,0,0,https://www.sports-reference.com/cfb/players/myles-bryant-1.html,68.0,183.0,4.62,10.03,31.5,115.0,6.81,4.02,Pac-12,39.0,4.0,114.0,63.0,177.0,12.0,4.5,4.0,67.0,1.0,15.0,2.0,39.62,0.64,3.0,44.12,399.83,8.16,2.78,340.69,1898.37,5.45,13.29,384.81,2298.2,5.8,16.06,2020
Terrell Burgess,S,Utah,3,104,https://www.sports-reference.com/cfb/players/terrell-burgess-1.html,71.0,202.0,4.46,20.0,33.5,122.0,7.05,4.26,Pac-12,29.0,4.0,72.0,44.0,116.0,9.0,0.5,1.0,29.0,0.0,9.0,2.0,18.9,0.82,0.0,29.22,243.13,8.68,1.35,240.43,1416.12,6.08,14.47,269.65,1659.25,6.37,15.82,2020
Joe Burrow,QB,LSU,1,1,https://www.sports-reference.com/cfb/players/joe-burrow-1.html,75.0,221.0,4.79,16.5,28.33,109.33,7.03,4.32,Big Ten,38.0,4.0,111.33,80.67,192.0,8.5,1.71,8.5,96.33,0.25,11.5,1.0,2.62,0.35,0.92,0.0,0.0,7.77,0.0,1.0,1.01,1.0,0.0,1.0,1.01,1.0,0.0,2020
Cohl Cabral,OL,Arizona State,0,0,https://www.sports-reference.com/cfb/players/cohl-cabral-1.html,77.0,300.0,5.23,20.0,28.59,107.4,8.13,4.9,,4.0,2.0,1.51,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.31,5.55,0.0,1.42,8.32,1.35,0.58,1.58,8.63,1.14,0.58,2020
Lawrence Cager,WR,Georgia,0,0,https://www.sports-reference.com/cfb/players/lawrence-cager-1.html,77.0,220.0,4.43,16.99,34.49,124.82,7.05,4.26,ACC,34.0,4.0,99.03,46.94,146.0,8.2,1.48,4.88,58.13,0.38,15.22,0.62,0.0,0.37,1.41,33.0,476.0,14.4,4.0,0.0,0.0,3.81,0.0,33.0,476.0,14.4,4.0,2020
Raymond Calais,RB,Louisiana-Lafayette,7,245,https://www.sports-reference.com/cfb/players/raymond-calais-1.html,68.0,188.0,4.42,20.0,37.5,120.0,6.9,4.25,Sun Belt,49.0,4.0,111.34,65.66,177.0,12.24,4.07,3.02,51.9,0.05,11.17,1.19,27.41,1.11,3.4,17.0,145.0,8.5,1.0,236.0,1845.0,7.8,15.0,253.0,1990.0,7.9,16.0,2020
Marquez Callaway,WR,Tennessee,0,0,https://www.sports-reference.com/cfb/players/marquez-callaway-1.html,73.0,205.0,4.55,15.36,38.0,126.0,6.85,4.13,SEC,35.0,4.0,84.77,44.87,130.0,6.79,0.47,4.05,49.48,0.59,11.78,0.45,10.81,0.71,0.16,92.0,1646.0,17.9,13.0,1.0,4.0,4.0,0.0,93.0,1650.0,17.7,13.0,2020
Shyheim Carter,S,Alabama,0,0,https://www.sports-reference.com/cfb/players/shyheim-carter-1.html,70.0,194.0,4.54,14.9,33.49,121.74,6.98,4.19,SEC,35.0,4.0,56.0,44.0,100.0,6.0,0.0,3.0,89.0,2.0,18.0,0.0,0.0,0.39,2.0,54.13,560.47,10.05,5.33,298.33,1579.53,4.78,16.6,352.47,2140.0,7.39,21.93,2020
Quintez Cephus,WR,Wisconsin,5,166,https://www.sports-reference.com/cfb/players/quintez-cephus-1.html,73.0,202.0,4.73,23.0,38.5,124.0,7.2,4.33,Big Ten,30.0,3.0,119.03,68.14,187.0,8.45,2.5,4.23,31.74,0.0,15.08,0.43,10.67,0.57,1.66,93.0,1496.0,16.1,13.0,9.0,46.0,5.1,0.0,102.0,1542.0,15.1,13.0,2020
K'Lavon Chaisson,LB,LSU,1,20,https://www.sports-reference.com/cfb/players/klavon-chaisson-1.html,75.0,254.0,4.79,21.1,34.66,115.43,7.26,4.36,SEC,24.0,3.0,46.0,46.0,92.0,19.0,9.5,0.0,0.0,0.0,4.0,0.0,0.0,0.13,1.0,18.55,164.61,8.61,2.27,45.43,258.25,3.54,2.8,63.98,422.86,4.8,5.06,2020
Saahdiq Charles,OL,LSU,4,108,https://www.sports-reference.com/cfb/players/saahdiq-charles-1.html,76.0,321.0,5.05,30.0,34.0,124.0,8.01,4.87,,4.0,2.0,1.07,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,-0.0,-0.95,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,2020
Joseph Charlton,P,South Carolina,0,0,https://www.sports-reference.com/cfb/players/joseph-charlton-1.html,76.0,195.0,4.58,14.29,32.59,117.94,7.0,4.24,SEC,38.0,3.0,107.85,47.36,155.0,7.41,0.83,5.68,124.33,0.89,10.19,1.48,24.24,0.69,1.69,27.74,396.12,12.18,2.78,117.36,581.97,1.7,6.25,145.1,978.09,5.16,9.03,2020
Cameron Clark,OL,Charlotte,4,129,https://www.sports-reference.com/cfb/players/cameron-clark-2.html,76.0,308.0,5.29,26.0,25.0,101.0,7.6,4.55,CUSA,4.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.47,4.91,0.0,0.55,0.49,-0.28,0.45,1.0,1.96,1.96,0.45,2020
Nevelle Clarke,CB,UCF,0,0,https://www.sports-reference.com/cfb/players/nevelle-clarke-1.html,73.0,190.0,4.45,10.0,35.0,126.0,6.88,4.31,American,37.0,4.0,92.0,15.0,107.0,7.0,1.0,5.0,48.0,1.0,29.0,1.0,0.0,0.0,0.0,103.3,1255.64,10.17,8.23,242.7,1161.42,4.26,8.23,346.0,2417.05,9.29,16.46,2020
Chase Claypool,WR,Notre Dame,2,49,https://www.sports-reference.com/cfb/players/chase-claypool-1.html,76.0,238.0,4.42,19.0,40.5,126.0,6.98,4.34,Ind,45.0,4.0,110.44,65.18,176.0,14.4,5.14,2.26,43.21,0.0,10.95,0.87,18.08,0.69,2.75,150.0,2159.0,14.4,19.0,3.0,6.0,2.0,0.0,153.0,2165.0,14.2,19.0,2020
Rodney Clemons,S,SMU,0,0,https://www.sports-reference.com/cfb/players/rodney-clemons-1.html,72.0,209.0,4.71,21.0,33.5,118.0,7.24,4.35,American,50.0,5.0,203.0,69.0,272.0,11.5,2.0,7.0,25.0,0.0,27.0,2.0,0.7,0.0,2.0,58.13,463.44,7.56,4.17,446.65,2427.01,5.49,25.91,504.78,2890.45,5.85,30.08,2020
Ezra Cleveland,OL,Boise State,2,58,https://www.sports-reference.com/cfb/players/ezra-cleveland-1.html,78.0,311.0,4.93,30.0,30.0,111.0,7.26,4.46,MWC,14.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,36.45,9.18,0.13,86.87,431.11,1.46,5.1,92.55,467.57,4.76,5.23,2020
Tyrie Cleveland,WR,Florida,7,252,https://www.sports-reference.com/cfb/players/tyrie-cleveland-1.html,74.0,209.0,4.46,13.0,39.5,126.0,6.94,4.18,SEC,41.0,4.0,113.96,59.14,173.0,10.55,3.37,4.19,75.36,0.62,10.05,0.37,18.77,0.84,1.37,79.0,1271.0,16.1,8.0,2.0,6.0,3.0,0.0,81.0,1277.0,15.8,8.0,2020
Josiah Coatney,DL,Mississippi,0,0,https://www.sports-reference.com/cfb/players/josiah-coatney-1.html,75.0,308.0,5.21,22.0,27.0,99.0,8.07,4.82,SEC,36.0,3.0,70.0,104.0,174.0,15.5,6.5,0.0,0.0,0.0,1.0,1.0,21.44,0.3,2.0,0.56,2.07,5.0,0.0,0.44,-1.2,-1.83,0.0,1.0,0.87,0.87,0.0,2020
Nick Coe,LB,Auburn,0,0,https://www.sports-reference.com/cfb/players/nick-coe-1.html,77.0,280.0,4.89,21.0,29.0,116.0,7.2,4.41,SEC,29.0,3.0,35.0,35.0,70.0,21.0,9.0,0.0,0.0,0.0,1.0,0.0,0.23,0.0,1.0,13.9,104.15,9.8,0.6,145.05,706.32,2.87,8.68,158.95,810.47,5.06,9.29,2020
Kendall Coleman,DL,Syracuse,0,0,https://www.sports-reference.com/cfb/players/kendall-coleman-1.html,75.0,257.0,4.95,23.62,32.0,114.0,7.5,4.62,ACC,44.0,4.0,70.0,67.0,137.0,26.5,15.5,0.0,0.0,0.0,2.0,0.0,5.05,0.37,0.0,23.19,194.0,8.98,3.1,97.87,521.48,5.66,5.02,121.06,715.48,6.87,8.11,2020
Trystan Colon-Castillo,OL,Missouri,0,0,https://www.sports-reference.com/cfb/players/trystan-colon-castillo-1.html,75.0,313.0,5.21,11.0,30.48,108.71,7.73,4.8,,4.0,2.0,2.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.92,27.72,19.39,0.61,37.01,183.32,2.06,2.18,39.93,211.05,14.24,2.8,2020
Carter Coughlin,LB,Minnesota,7,218,https://www.sports-reference.com/cfb/players/carter-coughlin-1.html,75.0,236.0,4.57,19.9,36.0,126.0,7.13,4.26,Big Ten,47.0,4.0,106.0,52.0,158.0,40.0,22.5,0.0,0.0,0.0,4.0,0.0,6.4,0.39,8.0,47.27,509.48,13.85,3.95,51.27,242.95,2.96,2.68,98.54,752.43,6.32,6.63,2020
Kamren Curl,S,Arkansas,7,216,https://www.sports-reference.com/cfb/players/kamren-curl-1.html,73.0,206.0,4.6,24.0,34.5,125.0,6.97,4.27,SEC,34.0,3.0,105.0,70.0,175.0,4.0,2.0,2.0,22.0,0.0,15.0,2.0,0.0,1.0,3.0,51.22,615.26,11.85,5.87,34.15,216.6,4.14,0.87,85.38,831.86,10.88,6.74,2020
Lloyd Cushenberry,OL,LSU,3,83,https://www.sports-reference.com/cfb/players/lloyd-cushenberry-iii-1.html,75.0,312.0,5.27,25.0,29.27,103.61,7.92,4.91,,4.0,2.0,2.21,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,5.27,6.13,0.14,0.14,1.48,0.06,0.14,1.0,6.75,6.75,0.28,2020
DeeJay Dallas,RB,Miami,4,144,https://www.sports-reference.com/cfb/players/deejay-dallas-1.html,70.0,217.0,4.58,15.8,33.5,119.0,7.18,4.32,ACC,33.0,3.0,101.31,49.93,151.0,8.19,2.06,3.29,47.54,0.0,14.39,0.72,0.0,0.34,1.89,28.0,317.0,11.3,2.0,265.0,1527.0,5.8,17.0,293.0,1844.0,6.3,19.0,2020
Darrion Daniels,DL,Nebraska,0,0,https://www.sports-reference.com/cfb/players/darrion-daniels-1.html,75.0,311.0,5.18,21.0,27.0,109.0,7.75,4.93,Big 12,44.0,5.0,14.0,13.0,27.0,1.5,0.5,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,18.01,5.23,0.18,21.27,92.1,-0.41,0.18,23.81,110.11,2.67,0.35,2020
Cameron Dantzler,CB,Mississippi State,3,89,https://www.sports-reference.com/cfb/players/cameron-dantzler-1.html,74.0,188.0,4.64,14.9,34.5,120.44,6.75,4.04,SEC,31.0,3.0,78.0,30.0,108.0,6.5,1.5,5.0,23.0,0.0,20.0,1.0,2.58,0.0,1.0,37.68,358.55,8.11,3.02,278.67,1570.51,5.6,14.0,316.35,1929.05,5.93,17.02,2020
Marlon Davidson,DL,Auburn,2,47,https://www.sports-reference.com/cfb/players/marlon-davidson-1.html,75.0,303.0,5.04,21.0,28.23,104.18,7.6,4.64,SEC,50.0,4.0,90.0,84.0,174.0,28.0,14.5,0.0,0.0,0.0,9.0,3.0,0.0,0.0,3.0,1.61,9.99,5.08,0.18,1.18,-1.75,-2.47,0.18,2.78,8.23,-2.15,0.36,2020
Ashtyn Davis,S,California,3,68,https://www.sports-reference.com/cfb/players/ashtyn-davis-1.html,73.0,202.0,4.55,14.0,33.81,122.28,6.97,4.25,Pac-12,45.0,4.0,102.0,64.0,166.0,2.0,0.0,7.0,121.0,1.0,12.0,3.0,4.57,0.71,2.0,57.12,707.21,11.28,6.37,156.12,776.21,2.98,8.33,213.25,1483.42,10.91,14.71,2020
Carlos Davis,DL,Nebraska,7,232,https://www.sports-reference.com/cfb/players/carlos-davis-3.html,74.0,313.0,4.82,27.0,28.42,101.64,7.58,4.52,Big Ten,46.0,4.0,59.0,66.0,125.0,16.0,9.5,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,2.62,17.83,5.71,0.11,31.04,139.17,1.58,0.11,33.66,157.0,4.92,0.22,2020
Gabriel Davis,WR,UCF,4,128,https://www.sports-reference.com/cfb/players/gabriel-davis-1.html,74.0,216.0,4.54,14.0,35.0,124.0,7.08,4.59,American,34.0,3.0,101.87,55.55,157.0,8.02,2.48,3.64,59.16,0.0,12.7,0.32,10.11,0.79,1.58,152.0,2447.0,16.1,23.0,0.0,0.0,2.88,0.0,152.0,2447.0,16.1,23.0,2020
Javaris Davis,CB,Auburn,0,0,https://www.sports-reference.com/cfb/players/javaris-davis-1.html,68.0,183.0,4.39,11.0,35.5,124.0,6.7,4.09,SEC,45.0,4.0,115.0,35.0,150.0,11.0,2.0,8.0,133.0,1.0,27.0,0.0,33.36,0.82,1.0,55.05,531.39,8.64,4.51,320.43,2044.72,6.25,20.31,375.47,2576.12,6.64,24.82,2020
Khalil Davis,DL,Nebraska,6,194,https://www.sports-reference.com/cfb/players/khalil-davis-1.html,73.0,308.0,4.75,32.0,29.08,106.39,7.55,4.55,Big Ten,36.0,4.0,63.0,42.0,105.0,24.0,13.0,0.0,0.0,0.0,2.0,1.0,7.18,0.21,2.0,2.75,17.93,6.38,0.2,15.75,68.25,0.05,0.2,18.5,86.18,2.99,0.4,2020
Quartney Davis,WR,Texas A&M,0,0,https://www.sports-reference.com/cfb/players/quartney-davis-1.html,73.0,201.0,4.54,16.37,35.5,121.6,6.7,4.12,SEC,24.0,2.0,106.98,58.26,165.0,6.27,1.9,4.03,44.71,0.4,13.44,0.4,27.49,0.8,1.94,99.0,1201.0,12.1,11.0,8.0,45.0,5.6,0.0,107.0,1246.0,11.6,11.0,2020
Raekwon Davis,DL,Alabama,2,56,https://www.sports-reference.com/cfb/players/raekwon-davis-1.html,78.0,311.0,5.12,24.0,28.0,111.0,7.95,4.86,SEC,43.0,4.0,67.0,108.0,175.0,19.5,11.5,1.0,19.0,0.0,0.0,1.0,14.14,0.2,1.0,2.95,19.79,5.04,0.21,20.07,87.73,0.34,0.21,23.02,107.52,3.36,0.42,2020
Akeem Davis-Gaither,LB,Appalachian State,4,107,https://www.sports-reference.com/cfb/players/akeem-davis-gaither-1.html,73.0,224.0,4.85,21.0,32.82,112.58,7.2,4.45,Sun Belt,27.0,3.0,94.0,107.0,201.0,24.0,6.5,1.0,0.0,0.0,15.0,0.0,5.52,0.15,1.0,34.71,336.21,9.66,2.38,253.58,1333.75,4.56,17.34,288.29,1669.96,6.68,19.71,2020
Josiah Deguara,TE,Cincinnati,3,94,https://www.sports-reference.com/cfb/players/josiah-deguara-1.html,74.0,242.0,4.72,25.0,35.5,115.0,7.15,4.35,American,36.0,4.0,108.43,63.2,172.0,12.98,4.34,3.38,60.61,0.0,11.87,0.98,12.55,0.94,3.03,92.0,1117.0,12.1,12.0,1.0,0.0,0.0,1.0,93.0,1117.0,12.0,13.0,2020
Grant Delpit,S,LSU,2,44,https://www.sports-reference.com/cfb/players/grant-delpit-1.html,74.0,213.0,4.54,19.0,34.0,122.0,6.63,4.12,SEC,40.0,3.0,120.0,79.0,199.0,17.5,7.0,8.0,1.0,0.0,24.0,2.0,2.98,0.52,2.0,35.14,315.0,9.96,2.71,312.43,1903.43,5.77,14.29,347.57,2218.43,9.15,17.0,2020
